service_name,row_number,recon_type,orig_step,orig_expected,recon_steps,recon_expected,moved_lines,reason,action_signals,state_signals
25. 설정,113,separated,기기 연결 관리 메뉴 진입,"기기 연결 관리 화면으로 이동 

기기 연결 관리 
PC, 테블릿에서도 카카오톡을 설치하고 편리하게 이용하세요.
* http://kakao.com에서 PC 버전을 설치한 후 카카오계정으로 로그인해주세요. 
* 태블릿의 앱스토어에서 카카오톡을 찾아보세요.
내 카카오 계정           ""내 전화번호"" / ""이메일 계정"" (이메일 등록된 경우)

[인증번호 입력]",기기 연결 관리 메뉴 진입 / 기기 연결 관리 화면으로 이동,"기기 연결 관리 / PC, 테블릿에서도 카카오톡을 설치하고 편리하게 이용하세요. / * http://kakao.com에서 PC 버전을 설치한 후 카카오계정으로 로그인해주세요. / * 태블릿의 앱스토어에서 카카오톡을 찾아보세요. / 내 카카오 계정           ""내 전화번호"" / ""이메일 계정"" (이메일 등록된 경우) / [인증번호 입력]",기기 연결 관리 화면으로 이동,"""기기 연결 관리 화면으로 이동""은 행위 동사로 끝나는 실행 절차이므로 실행 절차로 이동하였습니다. ""기기 연결 관리""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""PC, 테블릿에서도 카카오톡을 설치하고 편리하게 이용하세요.""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""* http://kakao.com에서 PC 버전을 설치한 후 카카오계정으로 로그인해주세요.""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""* 태블릿의 앱스토어에서 카카오톡을 찾아보세요.""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""내 카카오 계정           ""내 전화번호"" / ""이메일 계정"" (이메일 등록된 경우""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""[인증번호 입력]""은 최종 상태를 기술",행위 동사 종결: 기기 연결 관리 화면으로 이동,"상태 표현: 기기 연결 관리 | 상태 표현: PC, 테블릿에서도 카카오톡을 설치하고 편리하게 이용하세요. | 상태 표현: * http://kakao.com에서 PC 버전을 설치한 후 카카오계정으로 로그인해주세요. | 상태 표현: * 태블릿의 앱스토어에서 카카오톡을 찾아보세요. | 상태 표현: 내 카카오 계정           ""내 전화번호"" / ""이메일 계"
25. 설정,114,separated,기기 연결 관리 메뉴 진입,"기기 연결 관리 화면으로 이동 

기기 연결 관리
[보안 인증번호 (확인)]  (Android ""확인"" 노출)
[다른기기에서 로그인시 알림](디폴트 : On 상태)
[인증 기기 관리]

로그인된 기기
(기기명) [로그아웃]",기기 연결 관리 메뉴 진입 / 기기 연결 관리 화면으로 이동,"기기 연결 관리 / [보안 인증번호 (확인)]  (Android ""확인"" 노출) / [다른기기에서 로그인시 알림](디폴트 : On 상태) / [인증 기기 관리] / 로그인된 기기 / (기기명) [로그아웃]",기기 연결 관리 화면으로 이동,"""기기 연결 관리 화면으로 이동""은 행위 동사로 끝나는 실행 절차이므로 실행 절차로 이동하였습니다. ""기기 연결 관리""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""[보안 인증번호 (확인)]  (Android ""확인"" 노출)""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""[다른기기에서 로그인시 알림](디폴트 : On 상태)""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""[인증 기기 관리]""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""로그인된 기기""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""(기기명) [로그아웃]""은 최종 상태를 기술하는 기대결과로 유지하였습니다.",행위 동사 종결: 기기 연결 관리 화면으로 이동,"상태 표현: 기기 연결 관리 | 상태 표현: [보안 인증번호 (확인)]  (Android ""확인"" 노출) | 상태 표현: [다른기기에서 로그인시 알림](디폴트 : On 상태) | 상태 표현: [인증 기기 관리] | 상태 표현: 로그인된 기기 | 상태 표현: (기기명) [로그아웃]"
25. 설정,115,separated,기기 연결 관리 메뉴 진입,"기기 연결 관리 화면으로 이동 

기기 연결 관리 
PC, 테블릿에서도 카카오톡을 설치하고 편리하게 이용하세요.
* http://kakao.com에서 PC 버전을 설치한 후 카카오계정으로 로그인해주세요. 
* 태블릿의 앱스토어에서 카카오톡을 찾아보세요.
내 카카오 계정                  ""내 전화번호"" 

[인증번호 입력]",기기 연결 관리 메뉴 진입 / 기기 연결 관리 화면으로 이동,"기기 연결 관리 / PC, 테블릿에서도 카카오톡을 설치하고 편리하게 이용하세요. / * http://kakao.com에서 PC 버전을 설치한 후 카카오계정으로 로그인해주세요. / * 태블릿의 앱스토어에서 카카오톡을 찾아보세요. / 내 카카오 계정                  ""내 전화번호"" / [인증번호 입력]",기기 연결 관리 화면으로 이동,"""기기 연결 관리 화면으로 이동""은 행위 동사로 끝나는 실행 절차이므로 실행 절차로 이동하였습니다. ""기기 연결 관리""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""PC, 테블릿에서도 카카오톡을 설치하고 편리하게 이용하세요.""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""* http://kakao.com에서 PC 버전을 설치한 후 카카오계정으로 로그인해주세요.""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""* 태블릿의 앱스토어에서 카카오톡을 찾아보세요.""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""내 카카오 계정                  ""내 전화번호""""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""[인증번호 입력]""은 최종 상태를 기술하는 기대결과로 유지하였습니다",행위 동사 종결: 기기 연결 관리 화면으로 이동,"상태 표현: 기기 연결 관리 | 상태 표현: PC, 테블릿에서도 카카오톡을 설치하고 편리하게 이용하세요. | 상태 표현: * http://kakao.com에서 PC 버전을 설치한 후 카카오계정으로 로그인해주세요. | 상태 표현: * 태블릿의 앱스토어에서 카카오톡을 찾아보세요. | 상태 표현: 내 카카오 계정                  ""내 전화번호"" |"
25. 설정,116,separated,서브 기기에서 로그인시 [1회용 인증하기] 클릭후 메인기기 (모바일)에서 [인증번호 입력] 버튼 탭,"보안 인증번호 입력 화면으로 이동

화면에 표시된 인증번호를 입력해주세요.
인증번호를 타인에게 알려주지 마세요.",서브 기기에서 로그인시 [1회용 인증하기] 클릭후 메인기기 (모바일)에서 [인증번호 입력] 버튼 탭 / 보안 인증번호 입력 화면으로 이동,화면에 표시된 인증번호를 입력해주세요. / 인증번호를 타인에게 알려주지 마세요.,보안 인증번호 입력 화면으로 이동,"""보안 인증번호 입력 화면으로 이동""은 행위 동사로 끝나는 실행 절차이므로 실행 절차로 이동하였습니다. ""화면에 표시된 인증번호를 입력해주세요.""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""인증번호를 타인에게 알려주지 마세요.""은 최종 상태를 기술하는 기대결과로 유지하였습니다.",행위 동사 종결: 보안 인증번호 입력 화면으로 이동,상태 표현: 화면에 표시된 인증번호를 입력해주세요. | 상태 표현: 인증번호를 타인에게 알려주지 마세요.
25. 설정,118,separated,서브 기기에서 로그인시 [내 PC 인증받기] 클릭후 메인기기 (모바일)에서 [인증번호 입력] 버튼 탭,"보안 인증번호 입력 화면으로 이동

화면에 표시된 인증번호를 입력해주세요.
인증번호를 타인에게 알려주지 마세요.",서브 기기에서 로그인시 [내 PC 인증받기] 클릭후 메인기기 (모바일)에서 [인증번호 입력] 버튼 탭 / 보안 인증번호 입력 화면으로 이동,화면에 표시된 인증번호를 입력해주세요. / 인증번호를 타인에게 알려주지 마세요.,보안 인증번호 입력 화면으로 이동,"""보안 인증번호 입력 화면으로 이동""은 행위 동사로 끝나는 실행 절차이므로 실행 절차로 이동하였습니다. ""화면에 표시된 인증번호를 입력해주세요.""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""인증번호를 타인에게 알려주지 마세요.""은 최종 상태를 기술하는 기대결과로 유지하였습니다.",행위 동사 종결: 보안 인증번호 입력 화면으로 이동,상태 표현: 화면에 표시된 인증번호를 입력해주세요. | 상태 표현: 인증번호를 타인에게 알려주지 마세요.
25. 설정,120,separated,기기 연결관리 화면 재 진입,"기기 연결 관리 화면으로 이동

기기 연결 관리
[보안 인증번호 확인]
[다른 기기에서 로그인시 알림] ON/OFF(토글키)
[인증 기기 관리]

로그인 된 기기
접속중인 기기 표시 (로그아웃)",기기 연결관리 화면 재 진입 / 기기 연결 관리 화면으로 이동,기기 연결 관리 / [보안 인증번호 확인] / [다른 기기에서 로그인시 알림] ON/OFF(토글키) / [인증 기기 관리] / 로그인 된 기기 / 접속중인 기기 표시 (로그아웃),기기 연결 관리 화면으로 이동,"""기기 연결 관리 화면으로 이동""은 행위 동사로 끝나는 실행 절차이므로 실행 절차로 이동하였습니다. ""기기 연결 관리""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""[보안 인증번호 확인]""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""[다른 기기에서 로그인시 알림] ON/OFF(토글키)""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""[인증 기기 관리]""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""로그인 된 기기""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""접속중인 기기 표시 (로그아웃)""은 최종 상태를 기술하는 기대결과로 유지하였습니다.",행위 동사 종결: 기기 연결 관리 화면으로 이동,상태 표현: 기기 연결 관리 | 상태 표현: [보안 인증번호 확인] | 상태 표현: [다른 기기에서 로그인시 알림] ON/OFF(토글키) | 상태 표현: [인증 기기 관리] | 상태 표현: 로그인 된 기기 | 상태 표현: 접속중인 기기 표시 (로그아웃)
25. 설정,121,separated,보안 인증번호 탭,"보안 인증번호 화면으로 이동

[뒤로] PC버전 인증번호

발급된 인증번호가 없거나 인증번호 유효기간이 만료되었습니다.
PC버전에서 인증번호를 다시 전송해주세요.",보안 인증번호 탭 / 보안 인증번호 화면으로 이동,[뒤로] PC버전 인증번호 / 발급된 인증번호가 없거나 인증번호 유효기간이 만료되었습니다. / PC버전에서 인증번호를 다시 전송해주세요.,보안 인증번호 화면으로 이동,"""보안 인증번호 화면으로 이동""은 행위 동사로 끝나는 실행 절차이므로 실행 절차로 이동하였습니다. ""[뒤로] PC버전 인증번호""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""발급된 인증번호가 없거나 인증번호 유효기간이 만료되었습니다.""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""PC버전에서 인증번호를 다시 전송해주세요.""은 최종 상태를 기술하는 기대결과로 유지하였습니다.",행위 동사 종결: 보안 인증번호 화면으로 이동,상태 표현: [뒤로] PC버전 인증번호 | 상태 표현: 발급된 인증번호가 없거나 인증번호 유효기간이 만료되었습니다. | 상태 표현: PC버전에서 인증번호를 다시 전송해주세요.
25. 설정,129,separated,내 결제 탭,"내 결제 페이지 진입 
[잔액정보] [결제내역][공지사항]
카테고리가 표시되며, 해당 카테고리 탭 시 해당 카테고리에 해당되는 정보 표시",내 결제 탭 / 내 결제 페이지 진입,"[잔액정보] [결제내역][공지사항] / 카테고리가 표시되며, 해당 카테고리 탭 시 해당 카테고리에 해당되는 정보 표시",내 결제 페이지 진입,"""내 결제 페이지 진입""은 행위 동사로 끝나는 실행 절차이므로 실행 절차로 이동하였습니다. ""[잔액정보] [결제내역][공지사항]""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""카테고리가 표시되며, 해당 카테고리 탭 시 해당 카테고리에 해당되는 정보 표시""은 최종 상태를 기술하는 기대결과로 유지하였습니다.",행위 동사 종결: 내 결제 페이지 진입,"상태 표현: [잔액정보] [결제내역][공지사항] | 상태 표현: 카테고리가 표시되며, 해당 카테고리 탭 시 해당 카테고리에 해당되는 정보 표시"
25. 설정,131,clarified,선물함 탭,선물하기 페이지로 진입,선물함 탭 / 선물하기 페이지로 진입,,선물하기 페이지로 진입,기대결과 전체(1줄)가 실행 절차로 판단되어 실행 절차로 이동하였습니다. 명시적인 기대결과가 없어 별도 기재가 필요합니다.,행위 동사 종결: 선물하기 페이지로 진입,
25. 설정,134,separated,기기 연결 관리 메뉴 진입,"기기 연결 관리 화면으로 이동 

기기 연결 관리 
PC, 테블릿에서도 카카오톡을 설치하고 편리하게 이용하세요.
* http://kakao.com에서 PC 버전을 설치한 후 카카오계정으로 로그인해주세요. 
* 태블릿의 앱스토어에서 카카오톡을 찾아보세요.
내 카카오 계정                  ""내 전화번호"" 

[인증번호 입력]",기기 연결 관리 메뉴 진입 / 기기 연결 관리 화면으로 이동,"기기 연결 관리 / PC, 테블릿에서도 카카오톡을 설치하고 편리하게 이용하세요. / * http://kakao.com에서 PC 버전을 설치한 후 카카오계정으로 로그인해주세요. / * 태블릿의 앱스토어에서 카카오톡을 찾아보세요. / 내 카카오 계정                  ""내 전화번호"" / [인증번호 입력]",기기 연결 관리 화면으로 이동,"""기기 연결 관리 화면으로 이동""은 행위 동사로 끝나는 실행 절차이므로 실행 절차로 이동하였습니다. ""기기 연결 관리""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""PC, 테블릿에서도 카카오톡을 설치하고 편리하게 이용하세요.""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""* http://kakao.com에서 PC 버전을 설치한 후 카카오계정으로 로그인해주세요.""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""* 태블릿의 앱스토어에서 카카오톡을 찾아보세요.""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""내 카카오 계정                  ""내 전화번호""""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""[인증번호 입력]""은 최종 상태를 기술하는 기대결과로 유지하였습니다",행위 동사 종결: 기기 연결 관리 화면으로 이동,"상태 표현: 기기 연결 관리 | 상태 표현: PC, 테블릿에서도 카카오톡을 설치하고 편리하게 이용하세요. | 상태 표현: * http://kakao.com에서 PC 버전을 설치한 후 카카오계정으로 로그인해주세요. | 상태 표현: * 태블릿의 앱스토어에서 카카오톡을 찾아보세요. | 상태 표현: 내 카카오 계정                  ""내 전화번호"" |"
25. 설정,158,clarified,숨김 친구 관리 탭,숨김 친구 관리 페이지 진입,숨김 친구 관리 탭 / 숨김 친구 관리 페이지 진입,,숨김 친구 관리 페이지 진입,기대결과 전체(1줄)가 실행 절차로 판단되어 실행 절차로 이동하였습니다. 명시적인 기대결과가 없어 별도 기재가 필요합니다.,행위 동사 종결: 숨김 친구 관리 페이지 진입,
25. 설정,165,clarified,차단(메시지 차단) 탭,숨김 친구가 차단 친구 목록으로 이동,차단(메시지 차단) 탭 / 숨김 친구가 차단 친구 목록으로 이동,,숨김 친구가 차단 친구 목록으로 이동,기대결과 전체(1줄)가 실행 절차로 판단되어 실행 절차로 이동하였습니다. 명시적인 기대결과가 없어 별도 기재가 필요합니다.,행위 동사 종결: 숨김 친구가 차단 친구 목록으로 이동,
25. 설정,166,separated,차단친구 관리 탭,"차단친구 관리 화면으로 이동

[뒤로] 차단친구 관리
차단친구 목록 [관리]
          :",차단친구 관리 탭 / 차단친구 관리 화면으로 이동,[뒤로] 차단친구 관리 / 차단친구 목록 [관리] / :,차단친구 관리 화면으로 이동,"""차단친구 관리 화면으로 이동""은 행위 동사로 끝나는 실행 절차이므로 실행 절차로 이동하였습니다. ""[뒤로] 차단친구 관리""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""차단친구 목록 [관리]""은 최종 상태를 기술하는 기대결과로 유지하였습니다. "":""은 최종 상태를 기술하는 기대결과로 유지하였습니다.",행위 동사 종결: 차단친구 관리 화면으로 이동,상태 표현: [뒤로] 차단친구 관리 | 상태 표현: 차단친구 목록 [관리] | 상태 표현: :
25. 설정,200,separated,"1. 카카오톡 설정 > 알림 진입
2. 안내 배너 > [설정하러가기] 버튼 선택","1. 안내 배너 노출 및 알림 화면 내에 모든 메뉴 비활성화

- 기기 설정 내 알림이 꺼져있어요
새 메시지를 바로 확인하려면 알림을 켜 주세요. 
[설정하러 가기]

2. 디바이스 설정 > 카카오톡 접근 허용 메뉴 진입",카카오톡 설정 > 알림 진입 / 안내 배너 > [설정하러가기] 버튼 선택 / 디바이스 설정 > 카카오톡 접근 허용 메뉴 진입,안내 배너 노출 및 알림 화면 내에 모든 메뉴 비활성화 / - 기기 설정 내 알림이 꺼져있어요 / 새 메시지를 바로 확인하려면 알림을 켜 주세요. / [설정하러 가기],디바이스 설정 > 카카오톡 접근 허용 메뉴 진입,"""디바이스 설정 > 카카오톡 접근 허용 메뉴 진입""은 행위 동사로 끝나는 실행 절차이므로 실행 절차로 이동하였습니다. ""안내 배너 노출 및 알림 화면 내에 모든 메뉴 비활성화""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 기기 설정 내 알림이 꺼져있어요""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""새 메시지를 바로 확인하려면 알림을 켜 주세요.""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""[설정하러 가기]""은 최종 상태를 기술하는 기대결과로 유지하였습니다.",행위 동사 종결: 디바이스 설정 > 카카오톡 접근 허용 메뉴 진입,상태 표현: 안내 배너 노출 및 알림 화면 내에 모든 메뉴 비활성화 | 상태 표현: - 기기 설정 내 알림이 꺼져있어요 | 상태 표현: 새 메시지를 바로 확인하려면 알림을 켜 주세요. | 상태 표현: [설정하러 가기]
25. 설정,220,separated,"1. [설정하러가기] 버튼

2. [허용] 탭","1. [설정하러 가기] 선택 시,
카카오톡에서 알림을 보내도록 허용하시겠습니까?
[허용][허용안함]

2. 디바이스 알림 설정 메뉴 진입",[설정하러가기] 버튼 / [허용] 탭 / 디바이스 알림 설정 메뉴 진입,"[설정하러 가기] 선택 시, / 카카오톡에서 알림을 보내도록 허용하시겠습니까? / [허용][허용안함]",디바이스 알림 설정 메뉴 진입,"""디바이스 알림 설정 메뉴 진입""은 행위 동사로 끝나는 실행 절차이므로 실행 절차로 이동하였습니다. ""[설정하러 가기] 선택 시,""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""카카오톡에서 알림을 보내도록 허용하시겠습니까?""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""[허용][허용안함]""은 최종 상태를 기술하는 기대결과로 유지하였습니다.",행위 동사 종결: 디바이스 알림 설정 메뉴 진입,"상태 표현: [설정하러 가기] 선택 시, | 상태 표현: 카카오톡에서 알림을 보내도록 허용하시겠습니까? | 상태 표현: [허용][허용안함]"
25. 설정,226,clarified,알림센터의 알림영역을 탭,1:1채팅방으로 이동,알림센터의 알림영역을 탭 / 1:1채팅방으로 이동,,1:1채팅방으로 이동,기대결과 전체(1줄)가 실행 절차로 판단되어 실행 절차로 이동하였습니다. 명시적인 기대결과가 없어 별도 기재가 필요합니다.,행위 동사 종결: 1:1채팅방으로 이동,
25. 설정,227,clarified,알림센터의 알림영역을 탭,그룹채팅방으로 이동,알림센터의 알림영역을 탭 / 그룹채팅방으로 이동,,그룹채팅방으로 이동,기대결과 전체(1줄)가 실행 절차로 판단되어 실행 절차로 이동하였습니다. 명시적인 기대결과가 없어 별도 기재가 필요합니다.,행위 동사 종결: 그룹채팅방으로 이동,
25. 설정,267,clarified,방해금지 시간대 설정 탭,방해금지 시간대 설정 페이지로 이동,방해금지 시간대 설정 탭 / 방해금지 시간대 설정 페이지로 이동,,방해금지 시간대 설정 페이지로 이동,기대결과 전체(1줄)가 실행 절차로 판단되어 실행 절차로 이동하였습니다. 명시적인 기대결과가 없어 별도 기재가 필요합니다.,행위 동사 종결: 방해금지 시간대 설정 페이지로 이동,
25. 설정,284,separated,[두 번 탭하여 빠른 공감] 영역 확인 및 탭,"[두 번 탭하여 빠른 공감] 선택한 공감 아이템 아이콘 노출
- 하트, 따봉, 체크, 웃음, 놀람, 슬픔, 사용 안 함

[두번 탭 하여 빠른 공감] 탭 시 해당 화면으로 이동

- Android : 아이콘+문구 로 노출
- ios : 아이콘 + 문구로 노출",[두 번 탭하여 빠른 공감] 영역 확인 및 탭 / [두번 탭 하여 빠른 공감] 탭 시 해당 화면으로 이동,"[두 번 탭하여 빠른 공감] 선택한 공감 아이템 아이콘 노출 / - 하트, 따봉, 체크, 웃음, 놀람, 슬픔, 사용 안 함 / - Android : 아이콘+문구 로 노출 / - ios : 아이콘 + 문구로 노출",[두번 탭 하여 빠른 공감] 탭 시 해당 화면으로 이동,"""[두번 탭 하여 빠른 공감] 탭 시 해당 화면으로 이동""은 행위 동사로 끝나는 실행 절차이므로 실행 절차로 이동하였습니다. ""[두 번 탭하여 빠른 공감] 선택한 공감 아이템 아이콘 노출""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 하트, 따봉, 체크, 웃음, 놀람, 슬픔, 사용 안 함""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- Android : 아이콘+문구 로 노출""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- ios : 아이콘 + 문구로 노출""은 최종 상태를 기술하는 기대결과로 유지하였습니다.",행위 동사 종결: [두번 탭 하여 빠른 공감] 탭 시 해당 화면으로 이동,"상태 표현: [두 번 탭하여 빠른 공감] 선택한 공감 아이템 아이콘 노출 | 상태 표현: - 하트, 따봉, 체크, 웃음, 놀람, 슬픔, 사용 안 함 | 상태 표현: - Android : 아이콘+문구 로 노출 | 상태 표현: - ios : 아이콘 + 문구로 노출"
25. 설정,307,clarified,대화 백업/복원 도움말 안내 선택,고객센터/도움말 화면으로 이동,대화 백업/복원 도움말 안내 선택 / 고객센터/도움말 화면으로 이동,,고객센터/도움말 화면으로 이동,기대결과 전체(1줄)가 실행 절차로 판단되어 실행 절차로 이동하였습니다. 명시적인 기대결과가 없어 별도 기재가 필요합니다.,행위 동사 종결: 고객센터/도움말 화면으로 이동,
25. 설정,310,separated,확인 버튼 선택,"[Android]
프로그레스바가 사라지고 완료 페이지로 이동
: 대화 백업이 완료되었습니다.
복원은 14일 이내에 카카오톡을 재설치할 때 가능합니다
이 때 반드시 카카오 계정에 로그인해주세요
--------------------------------------
- 백업일시
- 복원기한
- 백업 기기 OS  
- 백업 데이터 크기 xx 표시
- 백업된 채팅방 개수  xx 
--------------------------------------
[백업 데이터 삭제]
[대화 백업/복원 도움말]

========================",확인 버튼 선택 / 프로그레스바가 사라지고 완료 페이지로 이동,[Android] / : 대화 백업이 완료되었습니다. / 복원은 14일 이내에 카카오톡을 재설치할 때 가능합니다 / 이 때 반드시 카카오 계정에 로그인해주세요 / -------------------------------------- / - 백업일시 / - 복원기한 / - 백업 기기 OS / - 백업 데이터 크기 xx 표시 / - 백업된 채팅방 개수  xx / -------------------------------------- / [백업 데이터 삭제] / [대화 백업/복원 도움말] / ============================= / [iOS] / -------------------------------------- / - 백업 일시 / - 복원 기한 / - 백업 기기 OS / - 백업 데이터 크기 ,프로그레스바가 사라지고 완료 페이지로 이동,"""프로그레스바가 사라지고 완료 페이지로 이동""은 행위 동사로 끝나는 실행 절차이므로 실행 절차로 이동하였습니다. ""[Android]""은 최종 상태를 기술하는 기대결과로 유지하였습니다. "": 대화 백업이 완료되었습니다.""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""복원은 14일 이내에 카카오톡을 재설치할 때 가능합니다""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""이 때 반드시 카카오 계정에 로그인해주세요""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""--------------------------------------""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 백업일시""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 복원기한""은 최종 상태를 기술하는 기대결과로 ",행위 동사 종결: 프로그레스바가 사라지고 완료 페이지로 이동,상태 표현: [Android] | 상태 표현: : 대화 백업이 완료되었습니다. | 상태 표현: 복원은 14일 이내에 카카오톡을 재설치할 때 가능합니다 | 상태 표현: 이 때 반드시 카카오 계정에 로그인해주세요 | 상태 표현: -------------------------------------- | 상태 표현: - 백업일시 | 상태 표현: - 복원기한 | 상
25. 설정,312,separated,대화 백업 선택,"백업용 비밀번호 설정 화면으로 이동

(백업 이력이 있는 경우)
백업 데이터 덮어쓰기 팝업창 노출
최근에 대화를 백업한 이력이 있습니다.
기존 백업 데이터를 덮어쓰시겠습니까?",대화 백업 선택 / 백업용 비밀번호 설정 화면으로 이동,(백업 이력이 있는 경우) / 백업 데이터 덮어쓰기 팝업창 노출 / 최근에 대화를 백업한 이력이 있습니다. / 기존 백업 데이터를 덮어쓰시겠습니까?,백업용 비밀번호 설정 화면으로 이동,"""백업용 비밀번호 설정 화면으로 이동""은 행위 동사로 끝나는 실행 절차이므로 실행 절차로 이동하였습니다. ""(백업 이력이 있는 경우)""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""백업 데이터 덮어쓰기 팝업창 노출""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""최근에 대화를 백업한 이력이 있습니다.""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""기존 백업 데이터를 덮어쓰시겠습니까?""은 최종 상태를 기술하는 기대결과로 유지하였습니다.",행위 동사 종결: 백업용 비밀번호 설정 화면으로 이동,상태 표현: (백업 이력이 있는 경우) | 상태 표현: 백업 데이터 덮어쓰기 팝업창 노출 | 상태 표현: 최근에 대화를 백업한 이력이 있습니다. | 상태 표현: 기존 백업 데이터를 덮어쓰시겠습니까?
25. 설정,313,clarified,확인 버튼 선택,프로그레스바가 사라지고 백업완료 페이지 이동,확인 버튼 선택 / 프로그레스바가 사라지고 백업완료 페이지 이동,,프로그레스바가 사라지고 백업완료 페이지 이동,기대결과 전체(1줄)가 실행 절차로 판단되어 실행 절차로 이동하였습니다. 명시적인 기대결과가 없어 별도 기재가 필요합니다.,행위 동사 종결: 프로그레스바가 사라지고 백업완료 페이지 이동,
25. 설정,325,separated,"1. 인증코드 입력 후 [확인] 탭
2. [대화 복원하기] 탭
3. 비밀번호 입력 후 [확인]
4. 복원 완료 화면에서 [확인] 버튼 탭
5. [카카오톡 시작하기] 탭","1. 대화 내용 복원 화면으로 이동된다.
2. 비밀번호 입력 화면이 표시된다.
3. 대화 복원 중 화면 표시
- 복원 완료 화면 내 중단 불가
- 복원 완료 후 복원 완료 화면 표시
4.  [프로필] 화면으로 이동된다.
5. 가입완료되며 친구탭으로 이동",인증코드 입력 후 [확인] 탭 / [대화 복원하기] 탭 / 비밀번호 입력 후 [확인] / 복원 완료 화면에서 [확인] 버튼 탭 / [카카오톡 시작하기] 탭 / 가입완료되며 친구탭으로 이동,대화 내용 복원 화면으로 이동된다. / 비밀번호 입력 화면이 표시된다. / 대화 복원 중 화면 표시 / - 복원 완료 화면 내 중단 불가 / - 복원 완료 후 복원 완료 화면 표시 / [프로필] 화면으로 이동된다.,가입완료되며 친구탭으로 이동,"""가입완료되며 친구탭으로 이동""은 행위 동사로 끝나는 실행 절차이므로 실행 절차로 이동하였습니다. ""대화 내용 복원 화면으로 이동된다.""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""비밀번호 입력 화면이 표시된다.""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""대화 복원 중 화면 표시""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 복원 완료 화면 내 중단 불가""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 복원 완료 후 복원 완료 화면 표시""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""[프로필] 화면으로 이동된다.""은 최종 상태를 기술하는 기대결과로 유지하였습니다.",행위 동사 종결: 가입완료되며 친구탭으로 이동,상태 표현: 대화 내용 복원 화면으로 이동된다. | 상태 표현: 비밀번호 입력 화면이 표시된다. | 상태 표현: 대화 복원 중 화면 표시 | 상태 표현: - 복원 완료 화면 내 중단 불가 | 상태 표현: - 복원 완료 후 복원 완료 화면 표시 | 상태 표현: [프로필] 화면으로 이동된다.
